CVE_PROD,DESC1,DESC2,TRANS
AMS59,"DICLOFENACO, INY, 75 MG, 3 ML, 2 AMP.",,3
VAR75,"LEVOTIROXINA, 100 MCG, 100 TABS.  (LAB. MERCK)",,3
AMS26,"GENTAMICINA, INY, 160 MG, 2 ML, 5 AMP.",,3
SON48,"CIPROFLOXACINO, HIDROCORTISONA, LIDOCAINA, 2/10/50MG, 10ML, GTS.",,3
VAR76,ELECTROLITOS (LAB. APOTEX),,3
VAR77,ELECTROLITOS,,3
VAR78,ELECTROLITOS (LAB. APOTEX),,3
BIOM22,"PARACETAMOL,500MG, 10 TABS.",,3
DKT22,"PRESERVATIVO CLASICO, 20 PZAS.",,1
AVIVIA29,"IRBERSARTAN, 150 MG, 28 TABS.",,1
CMD50,VITAMINAS Y AMINOACIDOS CON ANTIOXIDANTES,,1
JAYOR12,"MICROPORE BCA, 1.25/10M, 24 PZAS.JAY.",,1
JAYOR13,"MICROPORE BCA, 2.5/10M, 12 PZAS. JAY",,1
JAYOR14,"JERINGAVERDE,21X32, 10ML. 100 PZAS. JAY",,3
JAYOR15,"PRUEBA DE EMBARAZO, TIPO PLUMA  C/CAJA, 1 PZA",,3
JAYOR16,"NORMOGOTERO, 20 GOTERO,",,3
JAYOR17,"MICROGOTERO, 60 GTAS.",,3
AMB9,CATETER** INTRAVENOSO 14G NARANJA,,3
BIOM23,"BUTILHISOCINA,METAMIZOL, 100MG/250MG,10 GRAG.",,3
VAR79,"Carisoprodol 200 mg, Diclofenaco Sodico 50 mg. (LAB. RAYERE) 
",,3
JAYOR18,"JERINGA INSULINA, 30X13, 1ML. 100 PZAS. JAY.",,3
VAR80,"CLORANFENICOL 2.5G, HIDROCORTISONA 1G.","LABORATORIO: LOREN
COLECTOVO: 960
CODIGO: 637420720326
",3
SON49,CADA ML CONTIENE: CLORHIDRATODE CIPROFLOXACINO EQUIVALENTE A 3.50 MG DE CIPROFLOXACINO DEXAMETASONA 1.00 MG VEHICULO CBP,,1
SON50,"METRONIDAZOL, NISTATINA, FLUOCINOLONA,  500/100/0.5MG, 10 OVULOS GYNOFFLER.",,3
SON51,CADA 100 G CONTIENEN: CLIOQUINOL 3 G HIDROCORTISONA 1 G EXCIPIENTE CBP 100 G,,1
SON52,CADA CAPSULA CONTIENE: CLORHIDRATO DE LINCOMICINA MONOHIDRATADA EQUIVALENTE A 500 MG DE LINCOMICINA EXCIPIENTE CBP,,1
URB8,"AGUA, GLICERINA, CARBOMERO Y TRIETANOLAMINA, SELF WAX, COLAGENO, ELASTINA, ALOE VERA, FRAGANCIA, METIL PARABEN Y PROPIL PARABEN",,1
URB9,PROTECTOR SOLAR 45 FPS,,1
SER9,"CLONIXINATO DE LISINA, 125MG, 10 TABS.",,3
AVIVIA65,BROMURO DE PINAVERIO 100MG C/14,,1
RAAM11,PAROXETINA EQUIVALENTE A 20 MG DE PAROXETINA EXCIPIENTE CBP 1 TABLETA,,3
SER10,"LEVOFLOXACINO, 500MG, 7 TABS",,3
AMS27,"TOBRAMICINA, 3 MG, DEXAMETASONA 1 MG. 5 ML, GTAS. OFT.",,3
YPN19,"MANGO AFRICANO, BROMELINA, PAPINA, LACTOBACILLUS, CIRUELA, COCOMELCA, NOPAL, SABILA, GYMNEMA SILVESTRE, TILA, AZAHAR, ANIS VERDE, BOLDO, PASIFLORA",,1
VAR81,"SERTRALINA, 50MG, 14 TABS.",,1
NIP13,JERINGA INSULINA 0.3ML 31gx8m,,1
VAR82,"GEMFIBROZILO, 600MG, 14 TABS. (LAB. RAYERE)",,3
VAR83,"AMBROXOL, 300 MG, LEVODOPROPIZINA, 600 MG, 120 ML.",,1
VAR84,"DEXTROMETORFANO 275 mg, GUAIFENESINA 2.25 g",,3
SER11,"HIDROCLOROTIAZIDA 25MG, 20 TABS.",,1
NAT63,"ALOE VERA,JENGIBRE/HINOJO, 1L. (NATUREX)",,1
RAAM12,DIFENIDOL EQUIVALENTE A 25 MG DE DIFENIDOL EXCIPIENTE CBP 1 TABLETA,,3
YPN24,"ACIDO HIALURONICO 80%, VITAMINA E 10%",,1
SER12,"BUTILHIOSCINA, 10MG, 10GRAG.",,1
RAAM13,CON EXTRACTO DE CALENDULA,,1
RAAM14,CLINDAMICINA 300MG,,3
ULTR26,"LOSARTAN HIDROCLOROTIAZIDA 50/12.5MG, C/30 TABS",,3
DKT24,"PRESERVATIVO MIX, 5 PZAS.
PRUDENCE",,3
DKT25,ACEITE PARA MASAJE COMESTIBLE (SABOR Y AROMA FRESA) 30ML.,,1
DKT26,PRESERVATIVO HOT. 3 PZAS.,,3
JAYOR19,"MICROPORE BCA, 5/10M. 6 PZAS. JAY",,1
AMS28,"CLINDAMICINA, INY, 300 MG, 2 ML. 1 AMP.",,3
LOE32,"NITAZOXANIDA 500 MG, 7 TABS.",,3
WERM7,LOSARTAN 50MG C/30,,3
SER13,"BUTILHIOSCINA, METAMIZOL, 10/250MG, 10 GRAG.",,3
VAR86,"CLONIXINATO DE LISINA,HIOSCINA, 250MG/10 MG.10 COMP. (LAB. RAYERE)",,3
AVIVIA19,"CELECOXIB, 200 MG, 10 TABS.",,3
VAR87,"ERITROMICINA EQUIVALENTE A ERITROMICINA 5.0G, CADA 5ML EQUILAVE A 250MG DE ERITROMICINA",,1
ALPH10,"ERITROMICINA, 500 MG, 20 TABS.",,3
NOV57,"ALUMINIO, MAGNESIO, 3.70G/4.00G, 240 ML.",,3
SER14,"CETIRIZINA, 10MG, 10 TABS.",,3
LIF54,"SALBUTAMOL, 40 MG, 120 ML, JBE.",,1
AMS29,"VALSARTAN, 80 MG, 30 COMP.",,1
AMS30,"VALSARTAN, 160 MG, 14 COMP.",,1
LOE34,"SUBSALICILATO DE BISMUTO 1.75 G,  120 ML, SUSP.",,3
LOE35,CLARITROMICINA 250 MG. 10 TABS.,,1
BIOM24,"PARACETAMOL, 750MG, 10 TABS.",,3
FAR17,"IBUPROFENO, 600MG., 10 CAPS. adopren 600
",,3
MVI71,"ISOCONAZOL, 20G, 1%, CMA.",,3
LOE36,"TERBINAFINA, 1G, 30 G, CREMA",,3
LOE37,"TERBINAFINA, 250 MG, 7 TABS",,3
LOE38,"DIMETICONA 10 G, 30 ML",,3
LOE39,"AMBROXOL, LORATADINA, 100/600 MG 120 ML.",,1
MAV176,"DESLORATADINA, 5MG, 10 TABS.",,3
LOE41,"DICLOFENACO, 15 MG 20 ML",,1
LOE42,"TOPIRAMATO 25 MG, 20 TABS.",,1
LOE43,"SULFOGUAYACOLATO, DEXTROMETORFANO, 0.1/1.5 G, 120 ML JBE.",,1
LOE44,"PARACETAMOL, 300 MG, 6 SUPOSITORIOS. ADULTO",,3
LOE45,"NITROFURAL, 6 MG, 6 OVULOS.",,3
LOE46,"FLUOCINOLONA, METRONIDAZOL, NISTATINA, 0.5/500/100,000 U, 10 OVULOS.",,3
LOE47,"LORATADINA, 100 MG, 60 ML, SOL. SIN CAJA",,3
ULTR29,"FELODIPINO, 5MG, 20 TABS.",,3
LOE49,"AMBROXOL, DEXTROMETORFANO,  225/225 MG, 120 ML, JBE.",,3
LOE50,"AMBROXOL, DEXTROMETORFANO, 113/150MG, 150 ML, SOL.",,3
LOE51,"KETOTIFENO, 20 MG, 120 ML, SOL.",,3
LOE52,"KETOCONAZOL, CLINDAMICINA  400/100 MG, 7 OVULOS.",,3
LOE53,"METRONIDAZOL, MICONAZOL, 750/200 MG, 7 OVULOS. meconalon",,3
AMS65,CANDESARTAN 8 MG C/14,,1
LOE55,"BUTILHIOSCINA, METAMIZOL 20/2.5 G 5 ML, 5 AMP, SOL INY.",,1
LOE56,"METRONIDAZOL, NISTATINA, 500/100, 000 UI, 10 OVULOS.",,3
JAL52,"GEL ANTIBACTERIAL, 60ML.",,3
AMS31,"TRAMADOL,100 MG, 1 ML, GTS.",,3
AMS32,"CEFTRIAXONA, INY,500 MG, I.M., 1 AMP .",,3
BIOM25,"DICLOFENACO, 100mg, 20 TABS.",,1
ULTR31,"AMLODIPINO, 5MG, 10 TABS.",,3
LOE58,"AMBROXOL 300 MG, 120 ML, SOL.",,3
RAND7,"COMPLEJO B   TIAMINA, PIRIDOXINA, CIANOCOBALAMINA. CAJA C/30 TABS. DE 100/5/50 MG RANDALL
",,3
LOE60,"NIMESULIDA, 1.0 G, 60 ML, SUSP.",,1
ULTR27,"DICLOFENACO, COMPLEJO B, 50/50/50/1 G, 30 TABS.  ARIFLAM FORTE",,3
SER15,"LORATADINA, BETAMETASONA , 100/5MG, 60ML, SOL.",,3
ACO1,"FINASTERIDA, 5MG, 30 TABS.",,1
ACO2,"SILDENAFIL, 100 MG, 4 TABS.",,1
ACO3,"SERTRALINA, 50 MG, 14 TABS.",,3
ACO4,"GLIMEPIRIDA, 4 MG, 30 TABS.",,3
ACO5,"LEVOFLOXACINO, 500 MG, 7 TABS.",,1
AVIVIA67,,,1
AMS33,"CLINDAMICINA, INY, 600 MG, 4 ML. 1 AMP.",,3
VAR89,RANITIDINA  50MG/2ML. 5 PZAS INY.,,1
VIC14,"PANCREATINA, BILIS DE BUEY, 130MG/50MG. 30 GRAG.",,3
VAR90,"BALSAMO DE TOLU,DEXTROMETORFANO,FENILEFRINA,GUAYACOL, 15/2.5/2G. 120ML.",,1
LIF55,"NAPROXENO SÓDICO, PARACETAMOL, 125/100 MG, 80 ML.",,1
JAYOR20,"CLORURO DE SODIO, 0.9 %, 500ML. SOL.",,3
LOE61,"PARACETAMOL, 300 MG, 3 SUPOSITORIOS. ADULTO",,3
LOE62,"PARACETAMOL 100 MG, 15 ML, GTAS.",,1
AVIVIA14,"OMEPRAZOL , 20MG, 120 CAPS.",,3
NAT65,"MULTIVITAMINICO, COENZIMAS Q10, 30CAPS.",,3
JAYOR21,"CEFOTAXIMA , 1G. 1 AMP.",,3
DAN10,PEINE LIENDRERO CON CERDAS DE ACERO INOXIDABLE.,,1
SER16,"SILDENAFIL, 50MG, 10 TABS.",,1
SER17,"SILDENAFIL, 100MG, 10 TABS.",,1
AMS34,"RISPERIDONA, 2 MG, 40 TABS.",,3
AMS35,"ATORVASTATINA, 20 MG, 10 TABS.",,3
RAAM16,CABERGOLINA 0.5MG,,1
BIOM26,BENCIDAMINA  360 ml. artroben,,3
LOE48,"METFORMINA, 500MG C/40 TABLETAS",,3
BIOM28,"CETIRIZINA, 100MG, 100ML, SOL.",,3
AVIVIA13,"OMEPRAZOL, 20MG, 60 CAPS.",,3
AMB10,CUBREBOCAS* 3PLIEGOS AZUL,,3
VAR91,DEXAMETASONA EQUIVALENTE A DEXAMETASONA 1.0 MG SULFATO DE NEOMICINA EQUIVALENTE A 3.5,,1
GEL19,"ACIDO ASCÓRBICO, 1G., 10 TABS. EFERVS., SABOR NARANJA  oxital",,3
NIP7,"JERINGA, 3ML,21G X 1. 1/4"" , 5PZAS, VERDE, NIP.",,1
BIOM29,"DEXT/GUAIF, 150MG/200MG, 120ML. SUSP.",,3
DEG44,"NAPROXENO SÓDICO,PARACETAMOL, 250/300MG., 10 TABS.",,1
MAV190,"DEXKETOPROFENO, 25MG, 10 TABS.  (DOXON)",,3
FAR21,"BROMURO DE PINAVERIO, DIMETICONA, 100/300MG., 16 CAPS.",,3
WIP4,"CINTA MICRO-POROSAS 1¨ 2.5cmX10mts, COLOR  PIEL, CAJA C/12 PZAS",,3
WIP5,"CINTA MICRO-POROSAS 1/2¨ 1.25cmX10mts, COLOR BLANCO, CAJA C/24 PZAS",,1
WIP6,"CINTA MICRO-POROSAS 1/2¨ 1.25cmX5mts, COLOR PIEL, CAJA C/24 PZAS",,3
WIP7,CINTA SEDA,,1
WIP8,CINTA SEDAS,,1
VAR92,"PRUEBA DE EMBARAZO, TIPO CASSETTE, 1 PZA",,1
GEL32,"VITAMINA E (TOCOFERSOLÁN), 500MG., 30 CAPS.",,3
AMS36,"METILPREDNISOLONA, INY, 40 MG, 2ML, 1 AMP.",,3
BIOM30,"LISINOPRIL, 10mg. 30 TABS",,3
MAV187,"TRAMADOL, PARACETAMOL, 37.5/325MG, 20 TABS.",,3
WIP21,EL FRASCO AMPULA CON POLVO LIOFILIZADO CONTIENE:OMEPRAZOL SODICO EQUIVALENTE A 40 MG DE OMEPRAZOL EXCIPIENTE C.S.,,1
LOE66,"METAMIZOL SODICO 5.0 G, 120 ML, JBE.",,3
LOE67,"ONDANSETRON, 8.0 MG, 4 ML, 3 AMP, SOL INY.",,1
AVIVIA30,"CINITAPRIDA, 1 MG, 25 COMP.",,3
AVIVIA31,"IRBESARTAN, 300 MG, 28 TABS.",,1
AVIVIA48,"HIDROCLOROTIAZIDA, 25 MG, 20 TABS.",,3
AVIVIA49,"CINARIZINA, 75 MG, 60 TABS.",,1
AMS37,"MONTELUKAST, 10MG, 20 TABS.",,3
AMS38,"TELMISARTAN, 80 MG, HIDROCLOROTIAZIDA, 12.5 MG. 14 TABS.",,1
AMS39,"MONTELUKAST,MAST. 5 MG, 20 TABS.",,3
AMS40,"MONTELUKAST,MAST. 4MG, 10 TABS.",,3
MAV143,"HIEDRA, 0.7G, 100ML, JBE.",,3
DEG38,"AMBROXOL LORATADINA, 100/600MG., 30ML., SOL., PEDIATRICA",,3
LOE68,"METRONIDAZOL, CENTELLA, NITROFURAL, 300/15/6 G 12 OV centrasol",,3
LOE69,NITAZOXANIDA 500MG TAB C/6,,1
LOE40,"MELOXICAM, 15MG, C/10 TABLETAS",,3
SER18,"ACIDO ASCORBICO, 2GR, 10 TABS, EFERVECENTE VITAMINA C.",,3
TEC6,"PENTOXIFILINA, 400MG, 30 TBAS.",,3
GEN12,"OMEPRAZOL, 20MG., 7 CAPS.",,3
DEG39,"PARACETAMOL,FENILEFRINA,CLORFENAMINA,GUAIFENESINA, 2.0/0.100/0.02/2.5G., 30ML., GTS., PEDIATRICAS.",,3
DEG40,"PARACETAMOL,FENILEFRINA,CLORFENAMINA,GUAIFENESINA, 0.02/0.1/2.0/2.5G., 120ML., SOL., INFANTIL.",,3
DEG41,"METFORMINA,GLIBENCLAMIDA, 500/5MG., 30 TABS.",,1
ULTR28,"SILDENAFIL 100MG, 4 TAB.",,1
MVI72,"CADA SOBRE (1.75G) CONTIENE PERBORATO DE SODIO MONOHIDRATADO 1.22 G
BITARTRATO DE SODIO ANHIDRO 0.52 G EXCIPIENTE CBP 1.75 G",,1
ALPH17,"ACARBOSA, 50 MG, 30 TABS.",,1
TEC7,"CEFTRIAXONA, 1GR, 1AMP, INY.",,1
TEC8,"VERAPAMILO, 80MG, 20 TABS.",,3
AMS41,"ESCITALOPRAM, 10 MG, 14 TABS.",,3
AMS42,"LAMOTRIGINA,100 MG, 28 TABS. MAST.",,3
AMS43,"DICLOFENACO OFT. 1 MG, 5 ML, GTS.",,3
JAYOR22,"JERINGA DE  INSULINA 0.5 ML 31G X 8MM, JAY.",,3
SON53,"DEXAMETASONA, 8MG, 1 AMP, INY.",,1
NIP9,"JERINGA, 3ML, 22X1. 1/4G, 5 PZAS, NEGRA, NIP.",,1
GROS3,"PENICILINA, CLEMIZOL, BENCIL PENICILINA 1,000,000",,1
AVIVIA17,"NIFEDIPINO, 30MG, 30 COMP.",,1
GROS4,"PENICILINA, CLEMIZOL, BENCIL PENICILINA 400,000",,1
GROS5,"BENCILPENICILINA 200000 UI METAMIZOL SODICO 250MG, VITAMINA C",,1
GROS6,"PANCREATINA, BILIS DE BUEY, DIMETICONA, CELULA",,1
GROS7,DIMETICONA 100MG,,1
GROS8,"DIMETICONA 40MG, PANTEONATO DE CALCIO 50MG",,1
GROS9,"IVERMECTINA, 6MG., 4 TABS.",,1
GROS10,"IVERMECTINA, 6MG., 2 TABS.",,1
GROS11,"HIDROXOCOBALAMINA 5,000MCG, TIAMINA 50MG, PIRIDOXINA 25MG Y KETOPROFENO 100MG. VEHICULO CBP 2ML",,1
TEC9,"AMIODARONA, 200MG, 20 TABS.",,3
JAYOR23,"MICROPORE PIEL, 1.25/5M. 24 PZAS. JAY",,1
SER19,"MISOPROSTOL, 200MCG, 28 TABS.",,3
AVIVIA62,SILDENAFIL 100MG C/1 TABS,,3
AVIVIA61,"SILDENAFIL, 50MG, C/8 TABLETAS",,1
JAYOR26,"ESPEJO VAGINAL, MEDIANO, DESCHABLE",,3
FAR18,"AMBROXOL, DEXTROMETORFANO, 22.5/22.5MG., 10 CAPS.",,3
WIP22,"SALBUTAMOL, 5MG. AEROSOL",,1
TEC10,"AMPICILINA, 500MG, 20 TABS.",,1
FAR19,"DEXTROMETORFANO, FENILEFRINA, CLORFENAMINA, PARACETAMOL",,3
MAV194,"AMANTADINA, CLORFENAMINA, PARACETAMOL, .50/0.02/3.00G, 60ML, JBE, INF.",,3
JAL53,"BOTIQUIN ,PRIMEROS AUXILIOS, JAL.",,3
ULTR43,"SILDENAFIL 50MG , 8 TAB",,1
MAV144,"DULOXETINA, 30MG, 7 TABS. LIBERACION RETARDADA.",,3
PIS4,AMIKACINA,,1
PIS5,DICLOFENACO SODICO 75 MG VEHICULO CBP 3 ML,,1
PIS6,"BENCILPENICILINA PROCAINICA EQUIVALENTE A 600 000 U DE BENCILPENICILINA
BENCILPENICILINA CRISTALINA EQUIVALENTE A 200 000",,1
AVIVIA58,FLUOXETINA 20 MG C/28 CAPS,,1
MAV145,"SILDENAFIL, 100MG, 10 TABS.",,3
NAT69,"MULTIVITAMINICO, E, Y MINERALES, 400MG, 30 CAPS.",,3
AVIVIA60,CLOPIDOGREL 75 MG C/28 TABS,,1
MAV146,"PIOGLITAZONA, 15MG, 7 TABS.",,3
AMB11,CUBREBOCAS TRIPLE CAPA BLANCO,,3
RAND8,CAJA C/ 20 TABS DE 200 MG,,3
RAND9,FRASCO C/250MG/100ML C/120ML,,3
JAYOR28,"MICROPERFORADA , 24 PZAS. JAY",,1
JAYOR29,"MICROPERFORADA, 12 PZAS. JAY.",,1
JAYOR30,"MICROPORE PIEL, 2.5, 12 PZAS. JAY",,1
DKT30,"PRESERVATIVO MIX, 20 PZAS.",,3
GEN13,"OMEPRAZOL, 20MG., 14 CAPS.",,1
AVIVIA59,"TELMISARTAN, 40MG, TABS C/30",,1
JAYOR32,LINCOMICINA MONOHIDRATADA EQUIVALENTE A 600 MG DE LINCOMICINA VEHICULO CBP,,1
GROS12,"LA AMPOLLETA CONTIENE: CLORHIDRATO DE PROTAMINA 5,000 UI VEHICULO CBP 5 ML",,1
QUIFA1,PARACETAMOL GOTAS 30ML,,3
ULTR33,SENOSIDOS A-B OBTENIDOS DE POLVO DE VAINA DE CASSIA ACUTIFOLIA 187 MG EXCIPIENTE CBP 1 TABLETA,,3
QUIFA3,ALUMINIO 4G- MAGNESIO 4G -DIMETICONA  1G FRASCO 360ML,,1
QUIFA4,hhhhhhhhhhh,,1
QUIFA5,ALUMINIO 200MG - MAGNESIO 200MG - DIMETICONA 25MG C/48 TABLETAS MASTICABLES,,1
QUIFA6,"DIETA POLIMERICA, AZUCAR, CONCETRADO DE PROTEINA DE LECHE, ACEITE MOMESTIBLE PURO DE CANOLA",,3
QUIFA14,ACICLOVIR 200MG C/25 COMPRIMIDOS,,1
QUIFA7,"DIETA POLIMERICA, AZUCAR, CONCETRADO DE PROTEINA DE LECHE, ACEITE MOMESTIBLE PURO DE CANOLA",,3
QUIFA8,"DIETA POLIMERICA, AZUCAR, CONCETRADO DE PROTEINA DE LECHE, ACEITE MOMESTIBLE PURO DE CANOLA",,1
MAV185,"IBUPROFENO, 200MG, 20 TABS.",,3
QUIFA15,ACICLOVIR 5G,,3
QUIFA10,IBUPROFENO 400 MG EXCIPIENTE CBP 1 TABLETA,,1
QUIFA16,LIDOCAINA CON HIDROCORTISONA 20G Y APLICADOR,,1
QUIFA11,PARCHE POROSO 12.5 X 18.5CM CHICO,,1
QUIFA12,PARCHE POROSO 15 X 28CM GRANDE,,1
QUIFA17,"DEXAMETASONA 0.5MG, FENILBUTAZONA 100MG",,1
QUIFA13,HIDROXIDO DE MAGNESIO 8.5 G VEHICULO CBP 100 ML,,3
QUIFA18,"PARACETAMOL 500MG, CAFEINA 25MG, FENILEFRINA 5MG, CLORFENAMINA 4MG C/10  TABS",,3
QUIFA19,"DESOGESTREL ETINILESTRADIOL C21
",,1
QUIFA20,"LEVONORGESTREL 1.5MG, C/1 TAB.
QUIFA",,3
QUIFA21,"LEVONORGESTREL 0.15MG, ETINILESTRADIOL 0.03MG, GRAGEAS, CAJA C/28    (21 CON HORMONAS Y  7 GRAGEAS SIN HORMONAS)",,3
PIS8,"BENCILPENICILINA PROCAINICA 300,000 UI, BENCILPENICILINA SODICA 100,000 UI",,1
MAV147,"IBUPROFENO, 600MG, 20 TABS.",,3
RAND10,CAJA CON 30 TABLETAS DE 25 MG,,3
RAAM31,VALSARTAN 80 MG EXCIPIENTE CBP 1 COMPRIMIDO,,1
WERM8,"ITRACONAZOL, SECNIDAZOL,  33.33/ 166.66MG, 16 CAPS.",,3
SER20,"KETOTIFENO, 1MG, 30 TABS.",,3
QUIFA22,"LEVONORGESTREL 0.15MG, ETINILESTRADIOL 0.03MG, GRAGEAS, CAJA C/28    (21 CON HORMONAS )  ESDEGEN",,3
MAV178,"AMLODIPINO, 5MG, 30 TABS.",,1
SER21,"COMPLEJO B, DICLOFENACO, 75/100/1MG, 3AMP, INY.",,1
AVIVIA32,"LEVONORGESTREL, .75 MG, 2 TABS.",,1
GEL20,"OMEGA 3, 0.73G., 30 CAPS.",,1
NAF11,"LOSARTAN, 50MG, 30 TABS.",,1
MAV148,"LACTULOSA, 10G, 125ML. JBE.",,3
MAV149,"NAPROXENO, LICODAINA, 10/2G, 35G, GEL",,3
YPN20,"GARCINIA CAMBOGIA, MANGO AFRICANO, CAFÉ VERDE, TE VERDE, 500GRMS.",,1
YPN21,"GARCINIA CAMBOGIA, MANGO AFRICANO, CAFÉ VERDE, TE VERDE, 500GRMS.",,1
YPN22,"GARCINIA CAMBOGIA, MANGO AFRICANO, CAFÉ VERDE, TE VERDE, 500GRMS.",,1
YPN23,"GARCINIA CAMBOGIA, MANGO AFRICANO, BROMELINA, PAPAINA,SABILA, TILA Y ANIS VERDE, 500 GRMS.",,1
MVI74,"CIPROFLOXACINO,500MG, 12 COMP.",,1
RAAM17,SUMATRIPTAN EQUIVALENTE A 50MG DE SUMATRIPTAN,,3
WERM10,GABAPENTINA 300MG C/16 CAPS,,3
WERM9,"OMEPRAZOL, 20 MG. 7 CAPS.",,1
VIC15,"DICICLOVERINA, HIDROXIDO DE ALUMINIO, HIDROXIDO DE MAGNESIO Y DIMETICONA 240ML.",,1
VIC16,"ESTROGENOS CONJUGADOS 0.625, 21 GRAG.",,3
VIC17,"NAPROXENO,  PARACETAMOL 250/300MG, 10 TAB.",,1
VIC18,"NAPROXENO, PARACETAMOL, 250/300MG, 15 TAB.",,1
VIC19,"TIAMINA,PIRIDOXINA,CIANOCOBALAMINA, DICLOFENACO, 50/50/1MG/50MG. 30 TABS.",,1
VIC20,"ALCANFOR, MENTOL,  ACEITE DE EUCALIPTO, 5.26/2.82G/ 1.33G, 50 GRMS vick vaporrub.",,3
QUIFA23,"NISTATINA 2,400,000 UI EXCIPIENTE",,3
AMS45,"IPRATROPIO, 0.5 MG, SALBUTAMOL, 2.5 MG, 10 AMP. NEBULIZAR.",,3
TEC11,DIZOXIDO 300MG 20ML INY,,1
MVI75,"ISOCONAZOL, 40G, 1%, CMA. 7 APLICADORES.",,3
RAAM18,PARACETAMOL AMANTADINA CLORFENAMINA C/24,,3
RAAM19,SILDENAFIL EQUIVALENTA A 50 MG DE SILDENAFIL EXCIPIENTE CBP 1 tableta,,1
RAAM20,FEXOFENADINA 180 MG EXCIPIENTE CBP 1 TABLETA,,3
RAAM21,ONDANSETRON 8MG,,3
RAAM22,FLUCONAZOL 150MG C/1 CAP,,3
RAAM23,FLUCONAZOL 100MG C/10 CAPS,,3
RAND11,TARRO CON 20 TABLETAS DE 100 MG,,3
JAL55,"GLICERINA, 60ML.",,1
JAL56,"ALCHOL ETILICO 70%, 120ML. JAL.",,1
BIOM32,"AMOXICILINA, 500mg, 12 CAPS.",,3
NOV58,"VENLAFAXINA, 75MG, 20 CAPS.",,3
NOV59,VALSARTAN 80MG C/30 TABS,,1
PIS9,KETOROLACO,,1
SON54,"COMPLEJO B, DICLOFENACO, 500/100/100MG, 3 AMP, INY.",,1
BIOM33,"ACICLOVIR , 400mg.  35 TABS.",,3
PROG1,TIAMINA (VITAMINA B1) 2.40 MGRIBOFLAVINA (VITAMINA B2) 2.70 MG CLOHIFRATO DE PIRIDOXINA (VITAMINA B6) 3.20 MCG,,1
PROG2,"KETOROLACO, 10 MG, 10 CAPS",,1
AVIVIA15,"SILDENAFIL, 100 MG, 1 TAB.",,3
PROG4,"VITAMINA B1, VITAMINA B6, VITAMINA C, VITAMINA B12, VITAMINA A, VITAMINA E, ACIDO FOLICO, MAGNECIO, CROMO, SELENIO, ZINC, CAPS C/30.",,1
PROG5,VITAMINAS Y MINERALES COENZIMAS Q10 Y TAURINA,,3
PROG6,LACTOBACILOS ACIDOFILOS VIVOS MICROENCAPSULADOS (CAPSULA DE GELATINA BLANDA),,3
PROG7,LACTOBACILOS ACIDOFILOS VIVOS MICROENCAPSULADOS (CAPSULA DE GELATINA BLANDA),,3
PROG8,PARACETAMOL LORATADINA DEXTROMETORFANO,,3
PROG9,"RETINOL, COLECALFEROL ACIDO ASCORBICO TIAMINA RIVOFLAVINA PIRIDOXINA NICOTIDAMINA Y ACIDO FOLICO",,3
PROG10,ACEITE DE SALMON ACEITE VEGETAL GLICERINA Y AGUA PURIFICADA,,3
PROG11,ACEINE DE GERMEN DE TRIGO VITAMINA E GLICERINA AGUA PURIFICADA COLORANTES Y CONSERVADORES,,1
PROG12,SENOSIDOS A Y B CONCENTRADO DE CIRUELA,,3
PROG13,IBUPROFENO DE 400 MG GELATINA BLANDA,,1
PROG14,"ACIDO FOLICO, OMEGA 3 VITAMINAS Y MINERALES",,1
MIC8,"CEFALEXINA, 500MG, 20 CAPS.",,1
KEN15,"VALPROATO DE MAGNESIO, 200MG, 40 TABS.",,1
MAV150,"MAGALDRATO, DIMETICONA, 8G/1G, 250ML, SUSP.",,3
QUIFA24,"DIMETICONA 10G,  CADA ML EQUIVALE A 28 GOTAS",,3
QUIFA25,SULFATO DE MAGNESIO PURO (LAXANTE SALINO),,3
QUIFA26,SALBUTAMOL 40MG,,1
PIS10,"CEFOTAXIMA 1G, AGUA INYECTABLE 4ML",,1
BRU81,"METAMIZOL SODICO,500MG, 10 TABS.",,3
QUIFA27,HIDROXIDO DE MAGNESIO 8.5 G VEHICULO CBP 100 ML,,3
QUIFA28,HIDROXIDO DE MAGNESIO 8.5 G VEHICULO CBP 100 ML,,3
QUIFA29,ESPIRONOLACTONA 25MG C/20TABLETAS,,1
QUIFA30,PARCHE NEGRO,,1
QUIFA31,"LUBRICANTE GLUCONATO DE CLORHEXIDINA, METILPARABENO, GLOCONO DELTA LACTONA, GLICERINA, HIDROXIETILCELULOSA,",,3
BRU82,"BETAMETASONA, 8MG, 2 ML. INY",,3
RAAM24,SUMATRIPTAN EQUIVALENTE A 100MG DE SUMATRIPTAN,,3
TOC6,BETAMETASONA VALERATO .100G,,3
TOC8,"TESTOSTERONA PROPIONATO 50MG, ENANTATO 200MG",,1
SER22,"DIENIDOL, 25MG, 30TABS.",,1
QUIFA32,PARACETAMOL 80MG   PEDIATRICO,,3
QUIFA33,OXIMETAZOLINA GOTAS 0.05% 30ML,,3
QUIFA34,DEXAMETASONA 0.5MG C/30 TABLETAS,,1
RAAM25,NAPROXENO SODICO275 MG PARACETAMOL 300MG EXCIPIENTE CBP,,3
MVI78,"CLINDAMICINA FOSFATO, KETOCONAZOL 100/400MG",,3
BRU83,"METOCLOPRAMIDA, 10MG, 20 TABS.",,3
